Company,Year,Total Liabilities Growth %,Borrowings Growth %,Equity Growth %,Total Assets Growth %,Operating Profit Growth %,Net Profit Growth %,Operating Cash Flow Growth %
brookfield-reit,2025,-4.48,-8.12,40.37,37.51,82.17,139.43,92.8
canara-bank,2011,,,,,,,
canara-bank,2012,,,,11.38,,,-109.76
canara-bank,2013,,,,10.2,,,-1126.49
canara-bank,2014,,,,19.3,,,11.62
canara-bank,2015,,,,11.4,,,-52.31
canara-bank,2016,,,,0.91,,,33.68
canara-bank,2017,,,,5.53,,,-61.9
canara-bank,2018,,,,5.72,,,-596.68
canara-bank,2019,,,,12.62,,,-255.48
canara-bank,2020,,,,4.19,,,-130.52
canara-bank,2021,,,,59.37,,,-1172.28
canara-bank,2022,,,,6.35,,,-99.54
canara-bank,2023,,,,9.68,,,-15272.09
canara-bank,2024,,,,10.83,,,-135.04
canara-bank,2025,,,,12.83,,,320.56
canara-bank,2026,,,,11.91,,,-88.68
castrol,2004,,,,,,,
castrol,2005,,,,,2.33,15.18,-31.86
castrol,2006,,,,,4.8,5.23,-15.41
castrol,2007,,,,,52.66,41.39,280.42
castrol,2008,,,,,24.14,20.12,-54.69
castrol,2009,,,,,48.88,45.24,250.1
castrol,2010,,,,,24.2,28.86,-9.05
castrol,2011,,,,,-9.21,-2.04,-31.54
castrol,2012,,,,,-7.54,-6.99,32.48
castrol,2013,,,,,14.07,13.67,-15.08
castrol,2014,,,,,0.11,-6.69,38.13
castrol,2015,,,,,25.76,29.65,35.14
castrol,2016,,,,,12.15,9.7,-10.36
castrol,2017,,,,,2.89,2.5,-8.15
castrol,2018,,,,,2.79,2.39,-9.81
castrol,2019,,,,,6.71,16.8,60.06
castrol,2020,,,,,-32.85,-29.54,1.51
castrol,2021,,,,,35.16,30.05,-29.41
castrol,2022,,,,,4.72,7.53,45.33
castrol,2023,,,,,7.36,6.01,-6.86
castrol,2024,,,,,6.59,7.3,22.4
castrol,2024,,,,,0.0,0.0,0.0
castrol,2024,,,,,0.0,0.0,0.0
castrol,2024,,,,,0.0,0.0,0.0
castrol,2025,,,,,3.89,2.45,4.41
cg-consumer,2015,,,,,,,
cg-consumer,2016,49701.75,,-12667.03,158847.12,-6718.18,-5725.13,
cg-consumer,2017,12.02,25.26,126.37,27.84,148.88,169.2,77.88
cg-consumer,2018,2.5,0.11,52.49,14.75,10.05,14.34,0.91
cg-consumer,2019,-3.92,-46.15,39.14,10.1,10.51,24.32,-4.43
cg-consumer,2020,-18.78,-48.54,33.62,2.78,-0.49,22.9,39.69
cg-consumer,2021,28.88,66.25,30.74,29.88,18.41,22.24,93.54
cg-consumer,2022,74.51,420.52,27.97,49.45,6.45,-1.86,-10.4
cg-consumer,2023,-19.64,-40.71,15.61,-3.39,-13.36,-19.87,-41.82
cg-consumer,2024,2.7,-35.05,12.91,8.33,0.14,-1.92,87.38
cg-consumer,2025,-1.38,-49.95,12.43,6.57,17.92,20.74,-10.04
cg-consumer,2026,5.46,-100.0,-11.82,-5.02,-115.11,-143.2,-10.98
chambal-fert,2004,,,,,,,
chambal-fert,2005,2.27,-9.05,12.08,2.93,0.27,76.52,-9.89
chambal-fert,2006,-10.9,-14.49,15.31,-4.82,11.1,-7.94,61.12
chambal-fert,2007,58.07,137.57,6.34,34.08,-2.65,-25.6,-115.78
chambal-fert,2008,-3.59,-5.31,11.36,-0.25,-1.87,34.85,-673.27
chambal-fert,2009,65.9,34.73,8.44,45.18,60.43,13.13,110.03
chambal-fert,2010,-17.65,8.12,12.61,-11.55,-9.22,8.02,-115.18
chambal-fert,2011,-2.94,-10.45,16.78,2.93,12.81,30.57,-490.85
chambal-fert,2012,42.49,43.7,9.57,31.38,13.55,-23.95,-200.77
chambal-fert,2013,41.99,44.92,11.98,33.55,-3.13,23.58,112.36
chambal-fert,2014,-13.32,-11.45,9.76,-7.87,-24.57,-0.83,-167.94
chambal-fert,2015,-11.29,-15.26,5.92,-6.46,10.21,-21.87,14.49
chambal-fert,2016,15.89,22.46,-4.73,9.33,-45.03,-104.7,-102.77
chambal-fert,2017,-4.07,-7.39,14.92,1.19,194.54,-3915.98,-4781.3
chambal-fert,2018,18.9,35.09,14.33,17.46,4.98,12.95,-6.9
chambal-fert,2019,61.81,46.1,11.8,46.48,24.87,13.56,-199.31
chambal-fert,2020,0.44,8.71,20.84,5.21,83.89,124.53,-172.96
chambal-fert,2021,-53.67,-56.8,35.15,-29.8,32.02,10.02,724.89
chambal-fert,2022,38.38,10.45,16.84,27.24,-9.87,-4.45,-100.47
chambal-fert,2023,-17.45,-23.39,11.21,-3.83,-22.91,-16.92,-10066.61
chambal-fert,2024,-26.02,-45.54,3.59,-9.75,14.45,24.51,2.69
chambal-fert,2025,-37.36,-100.0,19.81,-1.3,24.42,24.44,-58.09
chambal-fert,2026,50.11,,19.37,26.57,8.18,17.68,-90.06
chennai-petro,2004,,,,,,,
chennai-petro,2005,,,,,69.43,49.22,
chennai-petro,2006,,,,,-14.1,-19.43,
chennai-petro,2007,,,,,15.69,17.53,
chennai-petro,2008,,,,,76.05,98.66,
chennai-petro,2009,,,,,-92.62,-135.38,
chennai-petro,2010,,,,,363.42,-251.84,
chennai-petro,2011,,,,,51.08,-15.2,
chennai-petro,2012,,,,,-97.16,-87.91,
chennai-petro,2013,,,,,-4823.57,-2957.58,
chennai-petro,2014,70.84,50.45,69.37,70.43,-116.74,-82.8,
chennai-petro,2015,-2.34,-6.18,58.81,14.4,-279.03,-87.17,
chennai-petro,2016,39.11,74.9,8.3,27.42,-386.11,-2002.72,
chennai-petro,2017,4.03,35.8,11.06,6.3,48.77,38.8,
chennai-petro,2018,2.12,-36.61,62.92,22.68,8.92,-11.34,
chennai-petro,2019,46.94,6.4,5.89,28.49,-96.38,-123.37,
chennai-petro,2020,-5.57,-6.41,5.77,-1.36,-4355.83,873.74,
chennai-petro,2021,-4.93,10.4,8.67,0.46,-157.6,-111.43,
chennai-petro,2022,-9.94,-18.76,14.97,0.75,43.74,465.09,
chennai-petro,2023,12.17,-23.66,17.47,14.78,130.76,163.24,
chennai-petro,2024,0.5,-16.67,19.46,10.01,-24.47,-23.28,
chennai-petro,2025,30.83,104.89,19.29,24.53,-89.43,-93.6,
chennai-petro,2026,35.93,36.23,20.81,28.05,913.72,1664.45,
coforge,2004,,,,,,,
coforge,2005,-14.0,-5.92,32.72,-0.69,111.88,127.5,-670.08
coforge,2006,-7.47,-18.78,19.06,9.06,61.52,48.76,-19.84
coforge,2007,5.89,-39.1,36.82,26.92,73.86,85.08,56.29
coforge,2008,55.27,-37.51,30.57,37.16,-2.29,29.3,7.42
coforge,2009,84.17,-94.78,-22.62,9.67,-34.04,-38.16,-6.68
coforge,2010,-55.86,4.6,58.3,0.35,64.66,7.42,-21.72
coforge,2011,14.31,202.2,22.22,20.45,1.85,29.64,-64.98
coforge,2012,36.92,106.91,9.59,15.38,22.01,-8.21,327.89
coforge,2013,16.0,-2.46,20.71,19.52,43.4,48.39,21.13
coforge,2014,18.16,375.5,20.89,20.23,1.51,24.15,-64.41
coforge,2015,48.45,-6.71,9.86,19.11,-24.59,-29.18,341.43
coforge,2016,-12.05,-75.83,12.53,5.18,24.61,31.45,68.18
coforge,2017,-28.33,300.0,16.71,5.45,-10.94,-15.0,-41.13
coforge,2018,13.46,-26.89,10.04,10.62,0.48,37.17,-15.57
coforge,2019,-9.29,-44.25,15.6,11.27,32.38,32.18,-3.02
coforge,2020,31.51,-53.61,15.92,18.13,-5.01,41.3,16.16
coforge,2021,19.84,-93.33,-8.61,-4.11,-12.78,-43.22,112.81
coforge,2022,132.75,112133.33,22.21,44.06,86.71,168.65,-19.86
coforge,2023,12.37,0.45,18.55,16.58,-14.41,13.65,-80.5
coforge,2024,0.84,0.5,26.65,18.71,29.96,35.4,289.58
coforge,2025,39.97,31.48,73.14,64.47,-39.65,-46.81,29.97
coforge,2026,90.41,-69.93,47.41,56.98,136.03,164.09,106.02
container-corp,2004,,,,,,,
container-corp,2005,-1.37,-11.59,23.35,17.63,23.26,16.6,10.9
container-corp,2006,24.4,-100.0,23.1,23.35,9.31,22.68,6.92
container-corp,2007,22.83,,25.76,25.19,29.84,33.86,32.96
container-corp,2008,15.66,,21.07,20.03,-1.73,6.88,-1.29
container-corp,2009,14.13,,18.16,17.42,3.97,5.18,12.02
container-corp,2010,3.52,,15.26,13.15,1.43,-0.57,-21.2
container-corp,2011,-8.58,,14.79,10.95,4.14,11.35,8.67
container-corp,2012,14.31,,12.63,12.86,0.49,0.22,6.7
container-corp,2013,8.8,,12.03,11.59,1.11,7.08,24.91
container-corp,2014,11.75,,11.21,11.28,4.31,4.76,-16.86
container-corp,2015,-2.7,,9.31,7.7,1.24,6.38,44.73
container-corp,2016,2.83,,9.3,8.51,7.23,-9.23,-194.48
container-corp,2017,0.96,,6.0,5.42,-9.65,-9.76,-277.75
container-corp,2018,21.73,,5.96,7.7,21.02,21.73,-100.0
container-corp,2019,68.06,,10.61,17.76,25.13,16.37,
container-corp,2020,-32.91,-100.0,-2.92,-8.25,-79.32,-69.08,-314.66
container-corp,2021,32.54,,1.38,5.43,52.54,33.94,-76.01
container-corp,2022,1.69,,5.62,4.98,180.29,111.06,30.88
container-corp,2023,0.56,,4.34,3.74,7.36,10.05,3.13
container-corp,2024,0.83,,5.05,4.4,2.71,5.28,-0.96
container-corp,2025,-5.97,,4.55,2.99,-1.45,3.35,21.62
container-corp,2026,7.58,,4.37,4.81,1.65,-3.94,-11.84
cyient,2004,,,,,,,
cyient,2005,49.19,60.0,13.63,17.83,94.86,82.72,56.81
cyient,2006,28.62,-4.17,21.68,22.72,31.54,27.21,3.27
cyient,2007,90.9,6495.65,29.21,38.88,94.28,129.21,124.67
cyient,2008,46.36,150.82,128.84,111.07,-16.17,-9.98,-22.55
cyient,2009,56.28,-50.93,10.27,17.15,66.58,21.0,105.51
cyient,2010,-4.22,-100.0,16.51,12.38,18.75,78.89,20.77
cyient,2011,-29.88,,12.95,5.68,-6.86,-7.01,-56.14
cyient,2012,40.62,,13.99,16.99,66.9,34.54,96.56
cyient,2013,33.83,,12.72,15.62,32.01,16.23,28.11
cyient,2014,6.97,,18.79,16.91,24.65,38.28,0.76
cyient,2015,12.11,,14.06,13.77,-13.89,6.37,48.44
cyient,2016,-6.4,,6.48,4.66,-27.67,-13.91,20.62
cyient,2017,15.4,,11.84,12.28,18.36,1.48,-8.58
cyient,2018,20.85,,9.52,10.99,62.28,69.61,1.78
cyient,2019,1.15,,8.49,7.45,13.73,9.68,-4.92
cyient,2020,67.17,,-6.18,3.59,-41.5,-43.73,49.93
cyient,2021,11.59,,14.24,13.7,10.97,12.14,89.62
cyient,2022,-8.35,,8.41,4.85,68.6,104.64,-53.52
cyient,2023,18.3,,4.01,6.64,-4.66,-37.66,-11.94
cyient,2024,1.06,,8.56,7.03,51.73,40.16,16.31
cyient,2025,-26.81,,28.37,17.72,109.99,126.14,4.73
cyient,2026,30.99,,-4.7,-0.42,-87.3,-86.25,212.87
dcm-shriram,2004,,,,,,,
dcm-shriram,2005,42.68,51.45,19.42,35.65,39.71,36.19,-75.24
dcm-shriram,2006,47.9,53.6,17.89,39.92,19.15,10.3,166.06
dcm-shriram,2007,43.6,42.52,5.84,35.14,-41.38,-60.23,52.69
dcm-shriram,2008,-5.14,15.61,107.55,14.64,-37.07,1364.72,-263.48
dcm-shriram,2009,11.9,11.59,7.53,10.51,187.06,-84.83,-175.44
dcm-shriram,2010,-17.32,-29.95,4.53,-10.57,-25.94,-29.97,186.24
dcm-shriram,2011,11.67,10.14,-1.99,6.73,-79.11,-143.01,-107.13
dcm-shriram,2012,29.49,6.76,-1.74,19.12,225.7,-53.49,-652.87
dcm-shriram,2013,-3.06,-16.18,12.96,1.33,182.24,-1436.19,-10.97
dcm-shriram,2014,-2.93,-26.36,19.5,3.92,29.38,44.15,257.59
dcm-shriram,2015,-19.58,-37.34,10.96,-8.86,-22.88,-11.92,-81.01
dcm-shriram,2016,15.01,56.91,15.07,15.04,43.31,45.91,-31.08
dcm-shriram,2017,4.8,-0.06,18.86,10.81,37.32,47.9,516.33
dcm-shriram,2018,-14.12,-32.48,20.86,1.92,48.24,31.87,2.68
dcm-shriram,2019,38.88,123.06,15.72,26.29,34.02,31.72,-1.53
dcm-shriram,2020,12.86,38.52,15.55,14.2,-18.91,-17.99,-37.26
dcm-shriram,2021,-23.82,-36.96,14.31,-4.6,-7.57,-10.92,272.65
dcm-shriram,2022,22.64,16.74,17.76,19.69,68.6,58.31,-35.75
dcm-shriram,2023,17.68,8.63,13.44,15.16,-13.0,-8.32,8.8
dcm-shriram,2024,11.54,27.13,4.91,7.66,-50.46,-55.67,-40.17
dcm-shriram,2025,14.23,15.57,6.76,9.97,31.54,32.91,40.3
dcm-shriram,2026,10.38,15.96,9.76,10.03,7.85,47.84,10.65
deepak-fert,2004,,,,,,,
deepak-fert,2005,-40.82,-31.17,10.89,-14.42,-1.6,14.42,1.74
deepak-fert,2006,45.87,93.81,9.42,21.76,-24.36,0.03,-44.11
deepak-fert,2007,45.56,84.75,10.77,24.88,45.08,16.52,7.0
deepak-fert,2008,17.17,7.4,9.97,13.37,29.8,8.12,137.6
deepak-fert,2009,42.62,73.95,14.93,28.45,89.07,48.3,10.44
deepak-fert,2010,8.72,20.31,15.85,11.99,-14.47,15.7,25.32
deepak-fert,2011,13.42,4.78,14.59,13.97,25.68,8.47,5.5
deepak-fert,2012,18.17,1.71,14.76,16.55,18.49,14.12,-55.09
deepak-fert,2013,18.66,30.71,7.42,13.39,-30.71,-31.02,143.79
deepak-fert,2014,1.37,-19.33,13.46,6.74,76.54,66.01,66.31
deepak-fert,2015,16.23,36.74,2.26,9.64,-53.85,-67.87,-117.62
deepak-fert,2016,48.19,66.74,3.07,28.32,-52.41,52.94,36.07
deepak-fert,2017,-38.41,-42.41,-0.38,-24.96,104.27,-24.64,-92.65
deepak-fert,2018,15.14,26.81,3.2,9.54,-22.77,25.02,2902.33
deepak-fert,2019,-30.76,-50.74,-0.62,-17.43,-49.9,-92.98,-478.68
deepak-fert,2020,-6.72,14.22,2.01,-2.07,-41.74,287.75,-104.05
deepak-fert,2021,-4.96,-15.27,22.76,10.41,693.36,580.53,-1459.65
deepak-fert,2022,-15.35,-14.97,35.59,16.06,-21.07,-5.36,-14.3
deepak-fert,2023,-19.44,-38.98,9.84,1.65,24.34,47.31,-36.94
deepak-fert,2024,-2.91,-2.9,6.03,4.05,-17.43,7.56,-50.93
deepak-fert,2025,16.83,18.55,9.69,11.17,20.01,31.79,108.22
deepak-fert,2026,41.44,106.18,5.1,13.0,-44.55,-34.81,23.98
dhampur-sugar,2004,,,,,,,
dhampur-sugar,2005,13.01,-4.74,13.9,14.48,110.25,483.65,53.53
dhampur-sugar,2006,-8.6,-11.57,303.81,46.35,-8.89,89.73,49.04
dhampur-sugar,2007,93.1,115.71,-12.6,40.3,-150.13,-157.22,-111.59
dhampur-sugar,2008,12.52,35.43,8.61,11.41,-245.59,-105.96,7.21
dhampur-sugar,2009,10.19,-18.74,11.68,10.62,93.33,1460.83,-2472.42
dhampur-sugar,2011,19.28,5.58,2.07,14.13,-14.94,-84.55,-81.2
dhampur-sugar,2012,10.13,13.87,-4.64,6.23,20.53,228.8,-19.76
dhampur-sugar,2013,39.22,47.31,0.39,30.0,7.58,-20.25,-387.84
dhampur-sugar,2014,5.24,-6.68,-8.28,2.76,-62.19,-431.15,-424.91
dhampur-sugar,2015,13.98,21.09,-3.93,11.05,68.08,-86.25,-116.22
dhampur-sugar,2016,-5.12,0.6,68.26,5.27,87.26,-408.4,-308.89
dhampur-sugar,2017,-2.25,21.88,26.13,4.17,171.33,635.12,-130.53
dhampur-sugar,2018,-12.74,-24.78,11.53,-6.09,-34.23,-33.09,-1711.79
dhampur-sugar,2019,22.68,23.51,22.34,22.57,28.45,62.23,-121.78
dhampur-sugar,2020,-4.51,-2.07,10.62,0.4,-30.6,-17.1,-303.21
dhampur-sugar,2021,-22.7,-36.96,13.66,-9.69,34.65,3.54,146.34
dhampur-sugar,2022,-33.1,-14.71,-43.15,-37.63,-33.77,-32.86,-100.42
dhampur-sugar,2023,-15.67,-17.43,16.92,-2.29,0.01,2.28,-10418.75
dhampur-sugar,2024,16.67,32.68,5.43,11.15,-15.65,-11.57,-112.73
dhampur-sugar,2025,-1.55,-5.51,4.75,1.39,-48.45,-60.76,-513.3
dhampur-sugar,2026,-1.2,-3.42,3.82,1.22,3.54,22.86,21.9
dixon-technolog,2012,,,,,,,
dixon-technolog,2013,-1.97,-26.09,3.67,-0.67,-1758.73,-132.33,894.25
dixon-technolog,2014,-0.82,0.22,15.83,3.18,81.24,468.39,-85.97
dixon-technolog,2015,3.17,-21.17,12.75,5.76,-7.92,-10.57,565.07
dixon-technolog,2016,6.33,6.98,39.05,15.74,170.07,271.05,-35.62
dixon-technolog,2017,43.8,-36.56,67.64,52.04,58.51,20.14,77.38
dixon-technolog,2018,18.14,-5.38,60.04,34.11,22.49,30.37,33.19
dixon-technolog,2019,104.03,231.13,18.51,65.14,13.97,-1.12,-119.22
dixon-technolog,2020,22.04,-46.09,42.8,28.81,61.48,96.2,-2117.46
dixon-technolog,2021,89.24,75.92,36.6,70.2,36.46,37.41,-33.63
dixon-technolog,2022,5.06,92.59,31.31,12.68,-0.77,-0.66,35.61
dixon-technolog,2023,-13.19,-66.55,26.47,0.23,32.95,39.87,88.78
dixon-technolog,2024,-8.08,27.21,19.54,3.71,-17.11,-12.07,-40.83
dixon-technolog,2025,-9.84,68.91,56.55,22.83,164.94,204.8,16.41
dixon-technolog,2026,-17.56,-2.52,48.39,23.8,-78.89,34.2,-137.18
dlf,2004,,,,,,,
dlf,2005,70.1,12.83,-17.59,45.02,5.37,159.59,-400.34
dlf,2006,121.38,376.06,67.98,112.7,382.82,237.55,-111.69
dlf,2007,140.87,124.6,1.22,122.95,103.64,78.06,3981.46
dlf,2008,15.36,23.89,1626.28,109.21,400.62,532.72,-42.68
dlf,2009,4.93,14.65,9.81,7.28,-48.26,-38.73,-190.71
dlf,2010,26.21,31.44,3.68,15.12,-51.06,-51.5,-71.06
dlf,2011,29.98,6.28,7.64,20.08,111.78,65.95,278.86
dlf,2012,2.94,-10.85,4.97,3.75,23.19,-17.94,-72.01
dlf,2013,3.57,-7.3,0.81,2.46,-36.67,-51.86,-117.65
dlf,2014,-6.31,-12.95,13.89,1.67,-38.65,5.04,-2284.99
dlf,2015,-10.4,9.65,3.52,-4.23,102.52,78.44,-102.25
dlf,2016,-17.53,-20.64,-18.06,-17.78,25.68,59.2,-2435.55
dlf,2017,-9.64,-7.63,4.15,-3.06,-27.4,-60.14,-181.96
dlf,2018,-31.94,-53.06,3.27,14.88,-41.95,-38.78,-105.38
dlf,2019,47.97,-7.32,33.39,12.77,33.02,88.27,1649.2
dlf,2020,9.12,34.16,32.33,13.48,43.09,229.32,-101.8
dlf,2021,-19.33,-4.85,3.28,-4.96,-9.09,-52.48,-7864.74
dlf,2022,-18.6,-14.51,-1.64,-6.88,6.11,24.11,102.94
dlf,2023,-15.94,-17.06,5.78,-0.09,23.75,73.05,-14.11
dlf,2024,9.53,8.53,0.91,2.87,-47.59,-45.85,-31.58
dlf,2025,54.11,-3.27,1.18,13.99,-8.73,26.28,330.68
dlf,2026,27.07,-100.0,7.42,13.85,110.27,137.21,29.37
eid-parry,2004,,,,,,,
eid-parry,2005,-12.04,-17.28,23.0,3.39,170.26,141.18,76.87
eid-parry,2006,32.4,37.68,16.17,23.9,26.85,11.11,-9.61
eid-parry,2007,31.44,42.21,10.14,20.98,-87.11,10.0,-59.34
eid-parry,2008,27.7,65.08,-4.57,13.27,-682.45,-113.01,-356.88
eid-parry,2009,7.66,-7.42,89.27,38.41,-130.6,-4273.46,-176.43
eid-parry,2010,13.19,6.87,13.1,13.15,503.39,-70.33,197.32
eid-parry,2011,-9.74,2.23,4.92,-2.19,-137.48,-61.39,-150.14
eid-parry,2012,31.64,34.28,5.86,17.39,-158.58,73.25,-93.56
eid-parry,2013,86.48,118.19,10.61,48.69,1196.35,141.56,1215.33
eid-parry,2014,11.46,3.67,-5.01,5.36,-99.01,-92.0,-258.73
eid-parry,2015,-0.92,-10.31,7.02,1.73,2577.32,458.8,100.88
eid-parry,2016,-13.54,-49.48,-5.73,-10.8,-136.59,-144.82,190.41
eid-parry,2017,-9.91,-7.3,14.46,-0.85,-715.76,-526.8,-39.02
eid-parry,2018,22.16,-5.72,10.88,17.32,-114.1,-64.38,-103.72
eid-parry,2019,-8.53,2.81,4.6,-3.21,232.09,61.5,-79.94
eid-parry,2020,7.49,24.07,0.01,4.22,-77.12,-98.88,302.07
eid-parry,2021,-28.91,-51.9,51.37,4.83,-3154.29,47160.11,138.3
eid-parry,2022,-21.74,-75.98,6.4,-4.66,-89.28,-67.22,-1283.06
eid-parry,2023,-16.1,387.2,4.42,-2.2,-72.57,-30.57,-183.56
eid-parry,2024,58.35,104.53,1.29,17.09,-188.45,-45.59,-78.8
eid-parry,2025,6.89,16.56,-13.0,-5.56,3112.26,-499.94,-7.44
eid-parry,2026,36.29,10.34,-26.26,0.25,65.77,65.37,-112.12
embassy-office,2019,,,,,,,
embassy-office,2020,548.06,,-3.76,10.42,-8121.27,-5194.18,-1680.95
embassy-office,2021,114.25,113.54,20.53,34.66,20.89,-7.05,-33.05
embassy-office,2022,-10.45,-10.6,-2.84,-4.67,116.33,199.42,20.37
embassy-office,2023,26.53,27.07,-2.89,3.74,-5.33,-4.52,18.99
embassy-office,2024,-3.51,-3.39,-3.4,-3.43,2.59,-5.65,18.93
embassy-office,2025,-11.71,-11.81,-6.22,-7.73,-33.36,-47.7,-26.59
federal-bank,2011,,,,,,,
federal-bank,2012,,,,17.82,,,-163.14
federal-bank,2013,,,,17.19,,,-459.53
federal-bank,2014,,,,4.99,,,-57.47
federal-bank,2015,,,,11.07,,,321.61
federal-bank,2016,,,,10.36,,,-129.42
federal-bank,2017,,,,25.75,,,-347.29
federal-bank,2018,,,,20.3,,,-225.03
federal-bank,2019,,,,15.2,,,-273.95
federal-bank,2020,,,,13.37,,,-40.23
federal-bank,2021,,,,11.48,,,149.94
federal-bank,2022,,,,9.72,,,-153.23
federal-bank,2023,,,,17.83,,,-144.17
federal-bank,2024,,,,18.43,,,163.2
federal-bank,2025,,,,13.2,,,33.37
federal-bank,2026,,,,11.04,,,-28.7
finolex-cables,2004,,,,,,,
finolex-cables,2005,33.78,-29.75,-7.02,8.41,1899.34,4.09,-87.44
finolex-cables,2006,38.5,77.43,7.05,21.73,66.58,46.9,-264.27
finolex-cables,2007,11.55,13.24,8.2,9.97,83.65,52.63,-740.89
finolex-cables,2008,17.74,8.39,10.59,14.44,27.71,28.89,3.93
finolex-cables,2009,-37.33,2.87,-7.06,-23.83,-50.3,-139.91,137.21
finolex-cables,2010,-0.01,-7.01,7.86,4.27,165.59,-262.38,-59.11
finolex-cables,2011,0.5,-54.12,11.56,6.73,-35.63,50.63,-65.79
finolex-cables,2012,-17.18,22.43,11.56,-0.27,-1.27,13.11,509.75
finolex-cables,2013,15.37,5.0,15.48,15.44,61.73,47.95,-23.8
finolex-cables,2014,-4.01,-21.92,19.37,11.38,31.32,42.96,41.65
finolex-cables,2015,-19.9,-59.55,14.63,4.46,3.9,-4.34,-17.78
finolex-cables,2016,-4.96,-49.75,16.04,11.29,29.08,25.26,62.51
finolex-cables,2017,-14.81,634.45,27.92,19.68,14.75,26.94,-28.51
finolex-cables,2018,-5.54,-5.88,16.86,13.78,17.04,13.4,10.77
finolex-cables,2019,16.72,-99.79,11.2,11.83,8.57,-3.94,-34.63
finolex-cables,2020,-10.98,-10.53,11.43,8.77,-19.46,16.97,100.44
finolex-cables,2021,2.69,-8.82,8.54,7.97,-4.56,-29.71,-62.96
finolex-cables,2022,11.74,0.0,10.61,10.71,19.13,43.03,313.61
finolex-cables,2023,11.07,-9.68,13.66,13.42,19.35,24.01,-24.68
finolex-cables,2024,12.94,214.29,13.38,13.34,19.52,13.92,61.91
finolex-cables,2025,11.72,-1.14,9.35,9.57,-12.9,-4.76,-64.08
finolex-cables,2026,17.4,572.41,10.86,11.47,22.06,14.41,-76.32
gateway-distri,2011,,,,,,,
gateway-distri,2012,748.31,65.27,30.84,2.19,188.8,-669.92,-223.98
gateway-distri,2013,-9.63,-3.79,4.79,7.42,14.54,23.09,-0.18
gateway-distri,2014,0.98,2.5,8.52,6.38,64.85,86.46,57.26
gateway-distri,2015,-5.35,-2.01,15.64,14.1,96.39,100.98,25.58
gateway-distri,2016,-26.66,-19.31,7.9,12.95,-23.49,-42.15,5.79
gateway-distri,2017,-392.56,-257.56,-13.24,13.83,-13.59,-34.25,-12.63
gateway-distri,2018,-44.85,-60.19,10.34,-12.24,28.49,108.47,18.56
gateway-distri,2019,-7.02,-21.34,-15.93,-13.64,38.03,33.83,30.48
gateway-distri,2020,40.34,-22.32,5.26,14.97,-31.11,-18.02,-15.4
gateway-distri,2021,4.39,15.43,-0.37,1.24,36.22,29.14,17.7
gateway-distri,2022,101.1,340.14,129.59,119.66,76.24,90.84,89.82
gateway-distri,2023,-12.63,-17.74,8.45,1.73,7.17,4.86,-12.03
gateway-distri,2024,1.46,-21.43,8.33,6.45,4.29,4.04,-2.06
gateway-distri,2025,-8.53,-27.16,7.35,3.2,-4.39,-2.73,7.47
gateway-distri,2026,-8.05,-26.39,5.24,2.16,16.88,12.45,5.61
gmdc,2004,,,,,,,
gmdc,2005,37.1,41.24,12.49,27.05,53.91,27.73,-145.37
gmdc,2006,6.36,-2.78,1.76,4.7,-77.06,-65.91,-1249.72
gmdc,2007,28.84,-11.43,7.33,21.28,337.03,168.0,32.95
gmdc,2008,-7.53,-30.79,26.58,3.08,158.13,179.38,91.37
gmdc,2009,-2.78,-27.96,14.79,3.93,-8.88,-12.32,-47.14
gmdc,2010,-4.45,-54.85,15.33,3.9,0.82,20.94,123.89
gmdc,2011,-39.29,-75.9,18.8,-12.08,45.17,34.01,-29.78
gmdc,2012,20.7,-100.0,22.52,21.85,16.26,29.8,44.64
gmdc,2013,2.25,,23.91,16.03,14.71,23.42,-60.87
gmdc,2014,-9.46,,12.92,5.75,-34.2,-26.91,30.2
gmdc,2015,-13.13,,13.24,6.01,-21.93,13.94,-64.69
gmdc,2016,10.77,,3.86,5.41,-49.96,-52.04,105.51
gmdc,2017,6.85,,17.88,15.27,104.91,35.52,119.97
gmdc,2018,-6.68,,10.89,7.04,35.55,31.68,-28.93
gmdc,2019,-14.67,,-2.62,-4.92,-46.8,-67.59,-68.35
gmdc,2020,8.47,,-5.19,-2.85,-87.17,4.55,-94.58
gmdc,2021,-3.53,,-1.53,-1.92,-1464.15,-127.89,2591.02
gmdc,2022,23.86,,18.26,19.31,-242.47,-1098.96,-242.51
gmdc,2023,-2.28,,21.73,17.04,131.86,199.91,-537.2
gmdc,2024,11.39,,5.45,6.42,-66.63,-49.39,-88.22
gmdc,2025,7.04,,4.94,5.3,-0.54,12.1,865.52
gmdc,2026,42.73,151.28,10.91,16.43,62.31,44.04,-29.97
gnfc,2004,,,,,,,
gnfc,2005,3.46,-11.82,19.56,9.54,49.94,91.62,-76.27
gnfc,2006,-3.19,-45.43,23.46,7.79,29.89,31.56,277.18
gnfc,2007,-14.11,29.09,33.41,8.31,17.51,10.77,-41.6
gnfc,2008,-8.26,-10.83,17.51,6.72,15.76,14.22,114.62
gnfc,2009,91.56,13.52,9.12,38.8,-36.27,-38.98,-22.85
gnfc,2010,17.36,55.96,3.22,10.25,-29.62,-45.57,156.77
gnfc,2011,-15.39,64.97,10.0,-3.43,6.34,115.22,-90.83
gnfc,2012,61.13,36.6,9.65,33.5,63.18,6.49,173.25
